time_s,power_MW,power_pct,P_electric_MW,T_fuel_C,T_in_C,T_out_C,T_cool_avg_C,P_prim_MPa,P_sec_MPa,D_steam_kg_s,D_turb_kg_s,W_prim_kg_s,level_pzr_m,level_sg_m,reactivity_total_pcm,reactivity_doppler_pcm,reactivity_coolant_pcm,reactivity_rods_pcm
8.30,3198.40,99.95,1186.14,599.93,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.19,-0.49,0.00
8.35,3198.39,99.95,1186.14,599.92,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.19,-0.49,0.00
8.40,3198.38,99.95,1186.14,599.92,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.20,-0.50,0.00
8.45,3198.37,99.95,1186.14,599.92,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.20,-0.50,0.00
8.50,3198.36,99.95,1186.14,599.92,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.20,-0.50,0.00
8.55,3198.35,99.95,1186.14,599.92,298.39,328.44,313.41,16.233,7.003,1774.06,1774.06,17600.0,5.708,2.400,-0.30,0.20,-0.50,0.00
8.60,3198.34,99.95,1186.14,599.92,298.39,328.44,313.41,16.234,7.003,1774.06,1774.06,17600.0,5.709,2.400,-0.30,0.21,-0.51,0.00
8.65,3198.34,99.95,1186.14,599.92,298.39,328.44,313.41,16.234,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.30,0.21,-0.51,0.00
8.70,3198.33,99.95,1186.14,599.92,298.39,328.44,313.41,16.234,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.30,0.21,-0.51,0.00
8.75,3198.32,99.95,1186.14,599.92,298.39,328.44,313.41,16.234,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.30,0.21,-0.51,0.00
8.80,3198.31,99.95,1186.14,599.92,298.39,328.44,313.41,16.234,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.30,0.22,-0.51,0.00
8.85,3198.31,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.30,0.22,-0.51,0.00
8.90,3198.30,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.29,0.22,-0.52,0.00
8.95,3198.29,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.29,0.22,-0.52,0.00
9.00,3198.29,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.29,0.23,-0.52,0.00
9.05,3198.28,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.29,0.23,-0.52,0.00
9.10,3198.27,99.95,1186.14,599.91,298.39,328.44,313.41,16.235,7.003,1774.05,1774.06,17600.0,5.709,2.400,-0.29,0.23,-0.52,0.00
9.15,3198.27,99.95,1186.14,599.91,298.39,328.44,313.41,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.29,0.23,-0.52,0.00
9.20,3198.26,99.95,1186.14,599.91,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.29,0.24,-0.52,0.00
9.25,3198.26,99.95,1186.14,599.91,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.29,0.24,-0.53,0.00
9.30,3198.25,99.95,1186.14,599.91,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.29,0.24,-0.53,0.00
9.35,3198.25,99.95,1186.14,599.91,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.29,0.24,-0.53,0.00
9.40,3198.24,99.95,1186.14,599.90,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.25,-0.53,0.00
9.45,3198.24,99.94,1186.14,599.90,298.39,328.44,313.42,16.236,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.25,-0.53,0.00
9.50,3198.23,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.25,-0.53,0.00
9.55,3198.23,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.25,-0.53,0.00
9.60,3198.22,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.25,-0.53,0.00
9.65,3198.22,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.26,-0.54,0.00
9.70,3198.22,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.26,-0.54,0.00
9.75,3198.21,99.94,1186.14,599.90,298.39,328.44,313.42,16.237,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.28,0.26,-0.54,0.00
9.80,3198.21,99.94,1186.14,599.90,298.39,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.27,0.26,-0.54,0.00
9.85,3198.20,99.94,1186.14,599.90,298.39,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.27,0.27,-0.54,0.00
9.90,3198.20,99.94,1186.14,599.90,298.39,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.27,0.27,-0.54,0.00
9.95,3198.20,99.94,1186.14,599.90,298.40,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,-0.27,0.27,-0.54,0.00
10.00,3204.54,100.14,1186.14,599.91,298.40,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,1.30,0.27,-0.54,1.57
10.05,3211.32,100.35,1186.14,599.93,298.40,328.44,313.42,16.238,7.003,1774.05,1774.05,17600.0,5.709,2.400,2.82,0.24,-0.54,3.13
10.10,3218.12,100.57,1186.14,599.97,298.40,328.44,313.42,16.239,7.003,1774.05,1774.05,17600.0,5.709,2.400,4.30,0.17,-0.55,4.68
10.15,3224.90,100.78,1186.14,600.03,298.40,328.44,313.42,16.239,7.003,1774.05,1774.05,17600.0,5.709,2.400,5.74,0.07,-0.56,6.23
10.20,3231.64,100.99,1186.14,600.09,298.40,328.44,313.42,16.240,7.003,1774.05,1774.05,17600.0,5.709,2.400,7.13,-0.07,-0.57,7.76
10.25,3238.32,101.20,1186.14,600.17,298.40,328.44,313.42,16.240,7.003,1774.05,1774.05,17600.0,5.710,2.400,8.47,-0.24,-0.59,9.30
10.30,3244.93,101.40,1186.14,600.26,298.40,328.44,313.42,16.241,7.003,1774.05,1774.05,17600.0,5.710,2.400,9.76,-0.44,-0.62,10.82
10.35,3251.47,101.61,1186.14,600.36,298.40,328.45,313.42,16.243,7.003,1774.05,1774.05,17600.0,5.710,2.400,11.00,-0.67,-0.66,12.34
10.40,3257.91,101.81,1186.14,600.47,298.40,328.45,313.42,16.244,7.003,1774.05,1774.05,17600.0,5.711,2.400,12.20,-0.93,-0.71,13.85
10.45,3264.26,102.01,1186.14,600.59,298.40,328.45,313.42,16.246,7.003,1774.06,1774.05,17600.0,5.711,2.400,13.35,-1.22,-0.77,15.35
10.50,3270.51,102.20,1186.14,600.72,298.40,328.46,313.43,16.247,7.003,1774.06,1774.05,17600.0,5.712,2.400,14.45,-1.54,-0.85,16.84
10.55,3276.64,102.40,1186.14,600.87,298.40,328.46,313.43,16.250,7.003,1774.06,1774.06,17600.0,5.713,2.400,15.51,-1.88,-0.93,18.33
10.60,3282.66,102.58,1186.14,601.02,298.40,328.47,313.43,16.252,7.003,1774.07,1774.06,17600.0,5.714,2.400,16.53,-2.25,-1.03,19.81
10.65,3288.56,102.77,1186.14,601.18,298.40,328.48,313.44,16.255,7.003,1774.07,1774.06,17600.0,5.715,2.400,17.50,-2.65,-1.14,21.28
10.70,3294.34,102.95,1186.14,601.35,298.40,328.48,313.44,16.257,7.003,1774.08,1774.06,17600.0,5.716,2.400,18.42,-3.06,-1.26,22.75
10.75,3300.00,103.12,1186.14,601.52,298.40,328.49,313.44,16.261,7.003,1774.08,1774.06,17600.0,5.717,2.400,19.31,-3.50,-1.40,24.21
10.80,3305.53,103.30,1186.15,601.71,298.40,328.50,313.45,16.264,7.003,1774.09,1774.07,17600.0,5.718,2.400,20.15,-3.96,-1.55,25.66
10.85,3310.93,103.47,1186.15,601.90,298.40,328.51,313.45,16.268,7.003,1774.11,1774.07,17600.0,5.720,2.400,20.95,-4.44,-1.71,27.10
10.90,3316.21,103.63,1186.15,602.09,298.40,328.52,313.46,16.272,7.003,1774.12,1774.08,17600.0,5.721,2.400,21.72,-4.93,-1.88,28.54
10.95,3321.36,103.79,1186.16,602.30,298.40,328.53,313.46,16.276,7.003,1774.14,1774.08,17600.0,5.723,2.400,22.45,-5.44,-2.07,29.96
11.00,3326.39,103.95,1186.16,602.51,298.39,328.55,313.47,16.280,7.003,1774.15,1774.09,17600.0,5.725,2.400,23.14,-5.97,-2.27,31.39
11.05,3331.29,104.10,1186.17,602.72,298.39,328.56,313.48,16.285,7.003,1774.18,1774.10,17600.0,5.726,2.400,23.80,-6.52,-2.48,32.80
11.10,3336.07,104.25,1186.17,602.94,298.39,328.57,313.48,16.290,7.003,1774.20,1774.11,17600.0,5.728,2.400,24.42,-7.08,-2.71,34.21
11.15,3340.73,104.40,1186.18,603.17,298.39,328.59,313.49,16.295,7.003,1774.23,1774.12,17600.0,5.730,2.400,25.01,-7.65,-2.94,35.60
11.20,3345.27,104.54,1186.19,603.39,298.39,328.60,313.50,16.300,7.003,1774.26,1774.14,17600.0,5.732,2.400,25.58,-8.23,-3.19,37.00
11.25,3349.69,104.68,1186.20,603.63,298.39,328.62,313.51,16.306,7.004,1774.29,1774.15,17600.0,5.735,2.400,26.11,-8.82,-3.45,38.38
11.30,3354.01,104.81,1186.22,603.86,298.39,328.63,313.51,16.312,7.004,1774.33,1774.17,17600.0,5.737,2.400,26.61,-9.43,-3.72,39.76
11.35,3358.21,104.94,1186.23,604.10,298.39,328.65,313.52,16.318,7.004,1774.37,1774.19,17600.0,5.739,2.400,27.09,-10.04,-3.99,41.13
11.40,3362.30,105.07,1186.25,604.35,298.39,328.67,313.53,16.324,7.004,1774.42,1774.22,17600.0,5.742,2.400,27.54,-10.67,-4.28,42.49
11.45,3366.29,105.20,1186.26,604.59,298.39,328.69,313.54,16.330,7.004,1774.46,1774.24,17600.0,5.744,2.400,27.96,-11.30,-4.58,43.84
11.50,3370.18,105.32,1186.28,604.84,298.39,328.71,313.55,16.337,7.004,1774.52,1774.27,17600.0,5.747,2.400,28.36,-11.94,-4.88,45.19
11.55,3373.97,105.44,1186.30,605.09,298.39,328.72,313.56,16.343,7.004,1774.58,1774.30,17600.0,5.749,2.400,28.74,-12.59,-5.20,46.53
11.60,3377.66,105.55,1186.33,605.34,298.39,328.74,313.57,16.350,7.004,1774.64,1774.34,17600.0,5.752,2.400,29.10,-13.24,-5.52,47.86
11.65,3381.27,105.66,1186.35,605.60,298.39,328.76,313.58,16.357,7.004,1774.71,1774.38,17600.0,5.755,2.400,29.44,-13.89,-5.85,49.18
11.70,3384.78,105.77,1186.38,605.85,298.39,328.78,313.59,16.364,7.005,1774.78,1774.42,17600.0,5.757,2.400,29.76,-14.56,-6.18,50.50
11.75,3388.21,105.88,1186.41,606.11,298.39,328.80,313.60,16.371,7.005,1774.86,1774.47,17600.0,5.760,2.400,30.06,-15.22,-6.53,51.81
11.80,3391.56,105.99,1186.45,606.37,298.39,328.83,313.61,16.378,7.005,1774.94,1774.52,17600.0,5.763,2.400,30.34,-15.89,-6.88,53.11
11.85,3394.83,106.09,1186.48,606.63,298.39,328.85,313.62,16.385,7.005,1775.03,1774.57,17600.0,5.766,2.400,30.61,-16.56,-7.23,54.40
11.90,3398.02,106.19,1186.52,606.89,298.39,328.87,313.63,16.392,7.005,1775.12,1774.63,17600.0,5.769,2.400,30.86,-17.24,-7.59,55.69
11.95,3401.14,106.29,1186.56,607.15,298.39,328.89,313.64,16.398,7.006,1775.21,1774.69,17600.0,5.773,2.400,31.10,-17.92,-7.95,56.97
12.00,3398.47,106.20,1186.61,607.40,298.38,328.91,313.65,16.405,7.006,1775.32,1774.76,17600.0,5.776,2.400,30.05,-18.60,-8.32,56.97
12.05,3395.37,106.11,1186.65,607.64,298.38,328.93,313.66,16.412,7.006,1775.43,1774.83,17600.0,5.779,2.400,29.03,-19.25,-8.69,56.97
12.10,3392.23,106.01,1186.70,607.87,298.38,328.96,313.67,16.419,7.007,1775.54,1774.90,17600.0,5.782,2.400,28.04,-19.87,-9.07,56.97
12.15,3389.10,105.91,1186.76,608.08,298.38,328.98,313.68,16.425,7.007,1775.66,1774.98,17600.0,5.786,2.400,27.08,-20.46,-9.44,56.97
12.20,3386.01,105.81,1186.81,608.29,298.38,329.00,313.69,16.432,7.007,1775.78,1775.07,17600.0,5.789,2.400,26.15,-21.01,-9.81,56.97
12.25,3382.95,105.72,1186.87,608.48,298.38,329.02,313.70,16.438,7.008,1775.91,1775.16,17600.0,5.792,2.400,25.25,-21.54,-10.18,56.97
12.30,3379.95,105.62,1186.94,608.66,298.38,329.04,313.71,16.444,7.008,1776.04,1775.25,17600.0,5.796,2.400,24.39,-22.05,-10.54,56.97
12.35,3377.01,105.53,1187.00,608.84,298.38,329.06,313.72,16.450,7.008,1776.18,1775.35,17600.0,5.799,2.400,23.55,-22.52,-10.89,56.97
12.40,3374.15,105.44,1187.07,609.00,298.38,329.08,313.73,16.455,7.009,1776.33,1775.45,17600.0,5.802,2.400,22.76,-22.97,-11.24,56.97
12.45,3371.36,105.36,1187.14,609.15,298.38,329.10,313.74,16.461,7.009,1776.48,1775.56,17600.0,5.805,2.400,21.99,-23.40,-11.58,56.97
12.50,3368.66,105.27,1187.22,609.30,298.38,329.12,313.75,16.466,7.010,1776.63,1775.67,17600.0,5.809,2.400,21.26,-23.80,-11.92,56.97
12.55,3366.04,105.19,1187.30,609.43,298.38,329.14,313.76,16.470,7.010,1776.79,1775.79,17600.0,5.812,2.400,20.56,-24.17,-12.24,56.97
12.60,3363.52,105.11,1187.38,609.56,298.37,329.16,313.77,16.475,7.011,1776.95,1775.91,17600.0,5.815,2.400,19.89,-24.53,-12.55,56.97
12.65,3361.08,105.03,1187.47,609.68,298.37,329.18,313.78,16.479,7.011,1777.12,1776.04,17600.0,5.818,2.400,19.25,-24.86,-12.86,56.97
12.70,3358.74,104.96,1187.55,609.80,298.37,329.20,313.78,16.483,7.012,1777.29,1776.17,17600.0,5.821,2.400,18.64,-25.18,-13.15,56.97
12.75,3356.50,104.89,1187.65,609.90,298.37,329.21,313.79,16.487,7.012,1777.47,1776.31,17600.0,5.823,2.400,18.06,-25.47,-13.44,56.97
12.80,3354.35,104.82,1187.74,610.00,298.37,329.23,313.80,16.490,7.013,1777.65,1776.45,17600.0,5.826,2.400,17.51,-25.75,-13.71,56.97
12.85,3352.29,104.76,1187.84,610.10,298.37,329.24,313.81,16.493,7.013,1777.83,1776.60,17600.0,5.829,2.400,16.99,-26.01,-13.97,56.97
12.90,3350.32,104.70,1187.94,610.18,298.37,329.26,313.81,16.496,7.014,1778.01,1776.75,17600.0,5.832,2.400,16.50,-26.25,-14.23,56.97
12.95,3348.44,104.64,1188.04,610.26,298.37,329.27,313.82,16.499,7.014,1778.20,1776.90,17600.0,5.834,2.400,16.03,-26.47,-14.47,56.97
13.00,3346.65,104.58,1188.15,610.34,298.37,329.28,313.83,16.501,7.015,1778.39,1777.06,17600.0,5.837,2.400,15.58,-26.69,-14.71,56.97
13.05,3344.95,104.53,1188.25,610.41,298.37,329.30,313.83,16.504,7.016,1778.59,1777.22,17600.0,5.839,2.400,15.16,-26.88,-14.93,56.97
13.10,3343.33,104.48,1188.36,610.48,298.37,329.31,313.84,16.506,7.016,1778.78,1777.38,17600.0,5.842,2.400,14.76,-27.07,-15.15,56.97
13.15,3341.80,104.43,1188.48,610.54,298.37,329.32,313.84,16.508,7.017,1778.98,1777.55,17600.0,5.844,2.400,14.38,-27.24,-15.35,56.97
13.20,3340.34,104.39,1188.59,610.60,298.37,329.33,313.85,16.509,7.018,1779.18,1777.72,17600.0,5.846,2.400,14.02,-27.40,-15.55,56.97
13.25,3338.95,104.34,1188.71,610.65,298.37,329.34,313.85,16.511,7.018,1779.38,1777.90,17600.0,5.848,2.400,13.68,-27.55,-15.74,56.97
13.30,3337.64,104.30,1188.83,610.70,298.37,329.35,313.86,16.512,7.019,1779.58,1778.07,17600.0,5.851,2.400,13.36,-27.69,-15.92,56.97
13.35,3336.40,104.26,1188.95,610.74,298.37,329.36,313.86,16.513,7.020,1779.78,1778.25,17600.0,5.853,2.400,13.06,-27.81,-16.09,56.97
13.40,3335.22,104.23,1189.07,610.79,298.37,329.37,313.87,16.514,7.020,1779.98,1778.44,17600.0,5.855,2.400,12.78,-27.93,-16.26,56.97
13.45,3334.11,104.19,1189.19,610.83,298.37,329.38,313.87,16.515,7.021,1780.18,1778.62,17600.0,5.857,2.400,12.51,-28.04,-16.42,56.97
13.50,3333.05,104.16,1189.32,610.86,298.37,329.39,313.88,16.516,7.022,1780.39,1778.81,17600.0,5.859,2.400,12.25,-28.15,-16.58,56.97
13.55,3332.05,104.13,1189.44,610.89,298.37,329.39,313.88,16.516,7.023,1780.59,1779.00,17600.0,5.861,2.400,12.01,-28.24,-16.72,56.97
13.60,3331.10,104.10,1189.57,610.93,298.37,329.40,313.89,16.517,7.023,1780.79,1779.18,17600.0,5.863,2.400,11.78,-28.33,-16.87,56.97
13.65,3330.20,104.07,1189.70,610.95,298.37,329.41,313.89,16.517,7.024,1780.99,1779.38,17600.0,5.864,2.400,11.56,-28.41,-17.00,56.97
13.70,3329.35,104.04,1189.82,610.98,298.37,329.41,313.89,16.517,7.025,1781.20,1779.57,17600.0,5.866,2.400,11.35,-28.48,-17.14,56.97
13.75,3328.54,104.02,1189.95,611.00,298.38,329.42,313.90,16.517,7.026,1781.40,1779.76,17600.0,5.868,2.400,11.16,-28.55,-17.27,56.97
13.80,3327.76,103.99,1190.08,611.03,298.38,329.42,313.90,16.518,7.026,1781.60,1779.95,17600.0,5.870,2.400,10.97,-28.61,-17.39,56.97
13.85,3327.03,103.97,1190.21,611.05,298.38,329.43,313.90,16.518,7.027,1781.80,1780.15,17600.0,5.872,2.400,10.79,-28.67,-17.52,56.97
13.90,3326.33,103.95,1190.34,611.06,298.38,329.43,313.91,16.518,7.028,1782.00,1780.34,17600.0,5.873,2.400,10.62,-28.72,-17.63,56.97
13.95,3325.66,103.93,1190.47,611.08,298.38,329.44,313.91,16.518,7.029,1782.19,1780.54,17600.0,5.875,2.400,10.45,-28.77,-17.75,56.97
14.00,3325.02,103.91,1190.60,611.09,298.38,329.44,313.91,16.518,7.030,1782.39,1780.73,17600.0,5.877,2.400,10.30,-28.81,-17.87,56.97
14.05,3324.40,103.89,1190.73,611.11,298.39,329.45,313.92,16.517,7.030,1782.58,1780.93,17600.0,5.878,2.400,10.14,-28.85,-17.98,56.97
14.10,3323.81,103.87,1190.86,611.12,298.39,329.45,313.92,16.517,7.031,1782.77,1781.12,17600.0,5.880,2.400,10.00,-28.88,-18.09,56.97
14.15,3323.24,103.85,1190.99,611.13,298.39,329.45,313.92,16.517,7.032,1782.96,1781.32,17600.0,5.882,2.400,9.86,-28.91,-18.20,56.97
14.20,3322.69,103.83,1191.12,611.14,298.39,329.46,313.93,16.517,7.033,1783.15,1781.51,17600.0,5.883,2.400,9.72,-28.94,-18.31,56.97
14.25,3322.15,103.82,1191.25,611.15,298.40,329.46,313.93,16.517,7.033,1783.34,1781.70,17600.0,5.885,2.400,9.59,-28.96,-18.42,56.97
14.30,3321.63,103.80,1191.38,611.15,298.40,329.47,313.93,16.517,7.034,1783.52,1781.90,17600.0,5.887,2.400,9.46,-28.98,-18.53,56.97
14.35,3321.12,103.79,1191.51,611.16,298.40,329.47,313.94,16.517,7.035,1783.71,1782.09,17600.0,5.888,2.400,9.33,-29.00,-18.64,56.97
14.40,3320.62,103.77,1191.64,611.16,298.41,329.47,313.94,16.517,7.036,1783.89,1782.28,17600.0,5.890,2.400,9.21,-29.01,-18.75,56.97
14.45,3320.13,103.75,1191.76,611.17,298.41,329.47,313.94,16.516,7.036,1784.06,1782.47,17600.0,5.892,2.400,9.09,-29.02,-18.86,56.97
14.50,3319.65,103.74,1191.89,611.17,298.41,329.48,313.95,16.516,7.037,1784.24,1782.65,17600.0,5.893,2.400,8.97,-29.03,-18.97,56.97
14.55,3319.18,103.72,1192.01,611.17,298.42,329.48,313.95,16.516,7.038,1784.41,1782.84,17600.0,5.895,2.400,8.85,-29.04,-19.08,56.97
14.60,3318.71,103.71,1192.13,611.17,298.42,329.48,313.95,16.516,7.039,1784.58,1783.02,17600.0,5.897,2.400,8.73,-29.04,-19.19,56.97
14.65,3318.24,103.70,1192.26,611.17,298.43,329.48,313.95,16.516,7.039,1784.75,1783.21,17600.0,5.898,2.400,8.62,-29.04,-19.31,56.97
14.70,3317.78,103.68,1192.38,611.17,298.43,329.49,313.96,16.516,7.040,1784.92,1783.39,17600.0,5.900,2.400,8.51,-29.04,-19.42,56.97
14.75,3317.32,103.67,1192.50,611.17,298.43,329.49,313.96,16.516,7.041,1785.08,1783.57,17600.0,5.902,2.400,8.39,-29.04,-19.54,56.97
14.80,3316.85,103.65,1192.62,611.16,298.44,329.49,313.97,16.516,7.041,1785.24,1783.74,17600.0,5.903,2.400,8.28,-29.03,-19.66,56.97
14.85,3316.39,103.64,1192.73,611.16,298.44,329.49,313.97,16.517,7.042,1785.40,1783.92,17600.0,5.905,2.400,8.17,-29.03,-19.78,56.97
14.90,3315.93,103.62,1192.85,611.16,298.45,329.50,313.97,16.517,7.043,1785.56,1784.09,17600.0,5.907,2.400,8.06,-29.02,-19.90,56.97
14.95,3315.46,103.61,1192.96,611.15,298.45,329.50,313.98,16.517,7.043,1785.71,1784.26,17600.0,5.909,2.400,7.94,-29.01,-20.02,56.97
15.00,3315.00,103.59,1193.08,611.14,298.46,329.50,313.98,16.517,7.044,1785.87,1784.43,17600.0,5.911,2.400,7.83,-28.99,-20.15,56.97
15.05,3314.53,103.58,1193.19,611.14,298.46,329.50,313.98,16.517,7.045,1786.02,1784.60,17600.0,5.912,2.400,7.72,-28.98,-20.27,56.97
15.10,3314.05,103.56,1193.30,611.13,298.47,329.51,313.99,16.518,7.045,1786.16,1784.76,17600.0,5.914,2.400,7.61,-28.96,-20.40,56.97
15.15,3313.58,103.55,1193.41,611.12,298.47,329.51,313.99,16.518,7.046,1786.31,1784.93,17600.0,5.916,2.400,7.50,-28.94,-20.53,56.97
15.20,3313.09,103.53,1193.51,611.11,298.48,329.51,313.99,16.519,7.047,1786.45,1785.09,17600.0,5.918,2.400,7.39,-28.92,-20.67,56.97
15.25,3312.61,103.52,1193.62,611.10,298.48,329.51,314.00,16.519,7.047,1786.59,1785.25,17600.0,5.920,2.400,7.27,-28.89,-20.80,56.97
15.30,3312.12,103.50,1193.73,611.09,298.49,329.52,314.00,16.519,7.048,1786.73,1785.40,17600.0,5.922,2.400,7.16,-28.87,-20.94,56.97
15.35,3311.63,103.49,1193.83,611.08,298.49,329.52,314.01,16.520,7.049,1786.86,1785.56,17600.0,5.924,2.400,7.05,-28.84,-21.08,56.97
15.40,3311.13,103.47,1193.93,611.07,298.50,329.52,314.01,16.520,7.049,1787.00,1785.71,17600.0,5.926,2.400,6.94,-28.81,-21.22,56.97
15.45,3310.62,103.46,1194.03,611.06,298.51,329.52,314.01,16.521,7.050,1787.13,1785.86,17600.0,5.928,2.400,6.83,-28.78,-21.36,56.97
15.50,3310.12,103.44,1194.13,611.04,298.51,329.53,314.02,16.521,7.050,1787.25,1786.01,17600.0,5.930,2.400,6.71,-28.75,-21.51,56.97
15.55,3309.60,103.43,1194.23,611.03,298.52,329.53,314.02,16.522,7.051,1787.38,1786.15,17600.0,5.932,2.400,6.60,-28.72,-21.65,56.97
15.60,3309.09,103.41,1194.32,611.02,298.52,329.53,314.03,16.523,7.051,1787.51,1786.29,17600.0,5.934,2.400,6.49,-28.68,-21.80,56.97
15.65,3308.57,103.39,1194.42,611.00,298.53,329.53,314.03,16.523,7.052,1787.63,1786.43,17600.0,5.936,2.400,6.38,-28.64,-21.95,56.97
15.70,3308.04,103.38,1194.51,610.99,298.53,329.54,314.04,16.524,7.053,1787.75,1786.57,17600.0,5.938,2.400,6.26,-28.60,-22.10,56.97
15.75,3307.51,103.36,1194.60,610.97,298.54,329.54,314.04,16.525,7.053,1787.87,1786.71,17600.0,5.940,2.400,6.15,-28.56,-22.26,56.97
15.80,3306.98,103.34,1194.69,610.95,298.55,329.54,314.04,16.525,7.054,1787.98,1786.84,17600.0,5.942,2.400,6.04,-28.52,-22.41,56.97
15.85,3306.44,103.33,1194.78,610.94,298.55,329.55,314.05,16.526,7.054,1788.10,1786.98,17600.0,5.944,2.400,5.92,-28.48,-22.57,56.97
15.90,3305.90,103.31,1194.87,610.92,298.56,329.55,314.05,16.527,7.055,1788.21,1787.11,17600.0,5.946,2.400,5.81,-28.43,-22.73,56.97
15.95,3305.36,103.29,1194.95,610.90,298.57,329.55,314.06,16.528,7.055,1788.32,1787.24,17600.0,5.948,2.400,5.70,-28.38,-22.89,56.97
16.00,3304.82,103.28,1195.04,610.88,298.57,329.55,314.06,16.529,7.056,1788.43,1787.36,17600.0,5.950,2.400,5.59,-28.34,-23.05,56.97
16.05,3304.27,103.26,1195.12,610.86,298.58,329.56,314.07,16.529,7.056,1788.54,1787.49,17600.0,5.952,2.400,5.48,-28.29,-23.21,56.97
16.10,3303.72,103.24,1195.20,610.84,298.59,329.56,314.07,16.530,7.057,1788.65,1787.61,17600.0,5.954,2.400,5.37,-28.23,-23.37,56.97
16.15,3303.17,103.22,1195.28,610.82,298.59,329.56,314.08,16.531,7.057,1788.75,1787.73,17600.0,5.957,2.400,5.26,-28.18,-23.53,56.97
16.20,3302.61,103.21,1195.36,610.80,298.60,329.57,314.08,16.532,7.058,1788.86,1787.85,17600.0,5.959,2.400,5.15,-28.13,-23.70,56.97
16.25,3302.06,103.19,1195.44,610.77,298.60,329.57,314.09,16.533,7.058,1788.96,1787.97,17600.0,5.961,2.400,5.04,-28.07,-23.86,56.97
16.30,3301.50,103.17,1195.52,610.75,298.61,329.57,314.09,16.533,7.059,1789.06,1788.08,17600.0,5.963,2.400,4.93,-28.01,-24.03,56.97
16.35,3300.95,103.15,1195.59,610.73,298.62,329.57,314.10,16.534,7.059,1789.16,1788.19,17600.0,5.965,2.400,4.82,-27.95,-24.19,56.97
16.40,3300.39,103.14,1195.67,610.70,298.62,329.58,314.10,16.535,7.059,1789.25,1788.31,17600.0,5.968,2.400,4.72,-27.89,-24.36,56.97
16.45,3299.83,103.12,1195.74,610.68,298.63,329.58,314.11,16.536,7.060,1789.35,1788.42,17600.0,5.970,2.400,4.61,-27.83,-24.53,56.97
16.50,3299.28,103.10,1195.81,610.66,298.64,329.58,314.11,16.537,7.060,1789.44,1788.52,17600.0,5.972,2.400,4.51,-27.77,-24.70,56.97
16.55,3298.72,103.09,1195.88,610.63,298.64,329.59,314.12,16.537,7.061,1789.54,1788.63,17600.0,5.974,2.400,4.40,-27.71,-24.86,56.97
